date,symbol,spot_close,spot_prev,fut_close,fut_prev,sigma_underlying,sigma_futures,sigma_applicable,ann_applicable
2012-10-26,BANKNIFTY,11509.15,11614.5,11585.3,11614.5,0.0118,0.012,0.012,0.2283
2012-10-26,NIFTY,5664.3,5705.3,5699.3,5705.3,0.0077,0.0082,0.0082,0.1562
2012-10-29,BANKNIFTY,11472.15,11509.15,11563.35,11585.3,0.0114,0.0116,0.0116,0.2216
2012-10-29,NIFTY,5665.6,5664.3,5702.1,5699.3,0.0075,0.0079,0.0079,0.1515
2012-10-30,BANKNIFTY,11203.0,11472.15,11279.35,11563.35,0.0125,0.0128,0.0128,0.2443
2012-10-30,NIFTY,5597.9,5665.6,5628.0,5702.1,0.0078,0.0083,0.0083,0.1591
2012-10-31,BANKNIFTY,11268.8,11203.0,11338.45,11279.35,0.0122,0.0125,0.0125,0.2381
2012-10-31,NIFTY,5619.7,5597.9,5646.1,5628.0,0.0077,0.0081,0.0081,0.155
2012-11-01,BANKNIFTY,11315.05,11268.8,11384.1,11338.45,0.0119,0.0121,0.0121,0.2316
2012-11-01,NIFTY,5645.05,5619.7,5676.0,5646.1,0.0075,0.008,0.008,0.1523
2012-11-02,BANKNIFTY,11460.45,11315.05,11536.7,11384.1,0.012,0.0122,0.0122,0.2331
2012-11-02,NIFTY,5697.7,5645.05,5739.55,5676.0,0.0076,0.0082,0.0082,0.1566
2012-11-05,BANKNIFTY,11475.15,11460.45,11537.65,11536.7,0.0116,0.0118,0.0118,0.226
2012-11-05,NIFTY,5704.2,5697.7,5739.65,5739.55,0.0074,0.0079,0.0079,0.1518
2012-11-06,BANKNIFTY,11539.05,11475.15,11623.7,11537.65,0.0113,0.0116,0.0116,0.2218
2012-11-06,NIFTY,5724.4,5704.2,5766.65,5739.65,0.0072,0.0078,0.0078,0.1488
2012-11-07,BANKNIFTY,11665.5,11539.05,11734.05,11623.7,0.0113,0.0115,0.0115,0.2196
2012-11-07,NIFTY,5760.1,5724.4,5793.25,5766.65,0.0072,0.0076,0.0076,0.1459
2012-11-08,BANKNIFTY,11613.55,11665.5,11684.75,11734.05,0.011,0.0112,0.0112,0.2138
2012-11-08,NIFTY,5738.75,5760.1,5765.2,5793.25,0.007,0.0075,0.0075,0.1432
2012-11-09,BANKNIFTY,11475.6,11613.55,11527.35,11684.75,0.0111,0.0113,0.0113,0.2168
2012-11-09,NIFTY,5686.25,5738.75,5720.6,5765.2,0.0072,0.0075,0.0075,0.1435
2012-11-12,BANKNIFTY,11583.85,11475.6,11638.45,11527.35,0.011,0.0112,0.0112,0.2149
2012-11-12,NIFTY,5683.7,5686.25,5711.1,5720.6,0.0069,0.0073,0.0073,0.1394
2012-11-13,BANKNIFTY,11533.9,11583.85,11559.1,11638.45,0.0107,0.011,0.011,0.2108
2012-11-13,NIFTY,5666.95,5683.7,5680.7,5711.1,0.0068,0.0072,0.0072,0.1374
2012-11-15,BANKNIFTY,11521.4,11533.9,11571.35,11559.1,0.0104,0.0107,0.0107,0.2045
2012-11-15,NIFTY,5631.0,5666.95,5649.15,5680.7,0.0067,0.0071,0.0071,0.1358
2012-11-16,BANKNIFTY,11335.5,11521.4,11360.05,11571.35,0.0108,0.0113,0.0113,0.2162
2012-11-16,NIFTY,5574.05,5631.0,5580.55,5649.15,0.007,0.0075,0.0075,0.1435
2012-11-19,BANKNIFTY,11306.95,11335.5,11361.85,11360.05,0.0105,0.011,0.011,0.2096
2012-11-19,NIFTY,5571.4,5574.05,5589.65,5580.55,0.0068,0.0073,0.0073,0.1394
2012-11-20,BANKNIFTY,11318.3,11306.95,11351.55,11361.85,0.0102,0.0106,0.0106,0.2032
2012-11-20,NIFTY,5571.55,5571.4,5583.85,5589.65,0.0066,0.0071,0.0071,0.1352
2012-11-21,BANKNIFTY,11465.35,11318.3,11482.8,11351.55,0.0104,0.0107,0.0107,0.2043
2012-11-21,NIFTY,5614.8,5571.55,5622.1,5583.85,0.0067,0.0071,0.0071,0.1349
2012-11-22,BANKNIFTY,11508.35,11465.35,11547.0,11482.8,0.0101,0.0105,0.0105,0.1998
2012-11-22,NIFTY,5627.75,5614.8,5640.45,5622.1,0.0065,0.0069,0.0069,0.1317
2012-11-23,BANKNIFTY,11475.8,11508.35,11496.0,11547.0,0.0098,0.0102,0.0102,0.1948
2012-11-23,NIFTY,5626.6,5627.75,5633.35,5640.45,0.0063,0.0067,0.0067,0.1278
2012-11-26,BANKNIFTY,11432.45,11475.8,11455.1,11496.0,0.0096,0.0099,0.0099,0.1896
2012-11-26,NIFTY,5635.9,5626.6,5642.75,5633.35,0.0061,0.0065,0.0065,0.1242
2012-11-27,BANKNIFTY,11657.4,11432.45,11676.15,11455.1,0.0104,0.0107,0.0107,0.2044
2012-11-27,NIFTY,5727.45,5635.9,5732.05,5642.75,0.0071,0.0074,0.0074,0.141
2012-11-29,BANKNIFTY,11992.8,11657.4,11992.8,11676.15,0.0123,0.0123,0.0123,0.2344
2012-11-29,NIFTY,5825.0,5727.45,5825.0,5732.05,0.008,0.0082,0.0082,0.1561
2012-11-30,BANKNIFTY,12158.9,11992.8,12200.9,11992.8,0.0124,0.0126,0.0126,0.2411
2012-11-30,NIFTY,5879.85,5825.0,5909.05,5825.0,0.0081,0.0087,0.0087,0.1655
2012-12-03,BANKNIFTY,12103.9,12158.9,12179.6,12200.9,0.012,0.0122,0.0122,0.2339
2012-12-03,NIFTY,5870.95,5879.85,5911.6,5909.05,0.0079,0.0084,0.0084,0.1605
2012-12-04,BANKNIFTY,12197.15,12103.9,12269.55,12179.6,0.0118,0.012,0.012,0.2294
2012-12-04,NIFTY,5889.25,5870.95,5923.65,5911.6,0.0077,0.0082,0.0082,0.1559
2012-12-05,BANKNIFTY,12281.6,12197.15,12350.65,12269.55,0.0116,0.0118,0.0118,0.2245
2012-12-05,NIFTY,5900.5,5889.25,5940.45,5923.65,0.0075,0.0079,0.0079,0.1517
2012-12-06,BANKNIFTY,12427.55,12281.6,12515.25,12350.65,0.0116,0.0118,0.0118,0.2263
2012-12-06,NIFTY,5930.9,5900.5,5970.65,5940.45,0.0073,0.0078,0.0078,0.149
2012-12-07,BANKNIFTY,12363.7,12427.55,12451.4,12515.25,0.0113,0.0116,0.0116,0.2207
2012-12-07,NIFTY,5907.4,5930.9,5944.9,5970.65,0.0072,0.0076,0.0076,0.1459
2012-12-10,BANKNIFTY,12381.65,12363.7,12473.6,12451.4,0.011,0.0112,0.0112,0.2142
2012-12-10,NIFTY,5908.9,5907.4,5942.45,5944.9,0.007,0.0074,0.0074,0.1414
2012-12-11,BANKNIFTY,12344.6,12381.65,12417.0,12473.6,0.0107,0.0109,0.0109,0.2088
2012-12-11,NIFTY,5898.8,5908.9,5928.4,5942.45,0.0068,0.0072,0.0072,0.1376
2012-12-12,BANKNIFTY,12301.7,12344.6,12400.45,12417.0,0.0104,0.0106,0.0106,0.2025
2012-12-12,NIFTY,5888.0,5898.8,5928.25,5928.4,0.0066,0.007,0.007,0.1334
2012-12-13,BANKNIFTY,12269.15,12301.7,12341.6,12400.45,0.0101,0.0103,0.0103,0.1976
2012-12-13,NIFTY,5851.5,5888.0,5876.45,5928.25,0.0066,0.0071,0.0071,0.1357
2012-12-14,BANKNIFTY,12424.7,12269.15,12514.85,12341.6,0.0102,0.0106,0.0106,0.2024
2012-12-14,NIFTY,5879.6,5851.5,5914.9,5876.45,0.0065,0.0071,0.0071,0.1351
2012-12-17,BANKNIFTY,12427.45,12424.7,12490.0,12514.85,0.0099,0.0103,0.0103,0.1964
2012-12-17,NIFTY,5857.9,5879.6,5889.35,5914.9,0.0063,0.0069,0.0069,0.1325
2012-12-18,BANKNIFTY,12477.15,12427.45,12549.8,12490.0,0.0097,0.01,0.01,0.1917
2012-12-18,NIFTY,5896.8,5857.9,5928.9,5889.35,0.0064,0.0069,0.0069,0.1322
2012-12-19,BANKNIFTY,12510.25,12477.15,12545.9,12549.8,0.0094,0.0097,0.0097,0.1859
2012-12-19,NIFTY,5929.6,5896.8,5946.9,5928.9,0.0063,0.0068,0.0068,0.129
2012-12-20,BANKNIFTY,12486.5,12510.25,12524.85,12545.9,0.0091,0.0094,0.0094,0.1804
2012-12-20,NIFTY,5916.4,5929.6,5931.15,5946.9,0.0061,0.0066,0.0066,0.1257
2012-12-21,BANKNIFTY,12315.05,12486.5,12347.35,12524.85,0.0095,0.0098,0.0098,0.1872
2012-12-21,NIFTY,5847.7,5916.4,5853.4,5931.15,0.0066,0.0071,0.0071,0.1366
2012-12-24,BANKNIFTY,12317.7,12315.05,12339.35,12347.35,0.0092,0.0095,0.0095,0.1816
2012-12-24,NIFTY,5855.75,5847.7,5865.55,5853.4,0.0064,0.007,0.007,0.1328
2012-12-26,BANKNIFTY,12479.45,12317.7,12508.0,12339.35,0.0095,0.0098,0.0098,0.1871
2012-12-26,NIFTY,5905.6,5855.75,5913.75,5865.55,0.0066,0.007,0.007,0.1343
2012-12-27,BANKNIFTY,12459.7,12479.45,12459.7,12508.0,0.0092,0.0095,0.0095,0.1823
2012-12-27,NIFTY,5870.1,5905.6,5870.1,5913.75,0.0065,0.0071,0.0071,0.1348
2012-12-28,BANKNIFTY,12458.15,12459.7,12568.2,12459.7,0.0089,0.0095,0.0095,0.1814
2012-12-28,NIFTY,5908.35,5870.1,5954.55,5870.1,0.0065,0.0077,0.0077,0.1468
2012-12-31,BANKNIFTY,12474.25,12458.15,12576.2,12568.2,0.0086,0.0092,0.0092,0.1759
2012-12-31,NIFTY,5905.1,5908.35,5951.75,5954.55,0.0063,0.0074,0.0074,0.1423
2013-01-01,BANKNIFTY,12654.15,12474.25,12767.35,12576.2,0.0091,0.0097,0.0097,0.1846
2013-01-01,NIFTY,5950.85,5905.1,6007.5,5951.75,0.0064,0.0076,0.0076,0.1447
2013-01-02,BANKNIFTY,12786.85,12654.15,12874.35,12767.35,0.0092,0.0096,0.0096,0.1832
2013-01-02,NIFTY,5993.25,5950.85,6035.65,6007.5,0.0065,0.0074,0.0074,0.142
2013-01-03,BANKNIFTY,12778.15,12786.85,12852.0,12874.35,0.0089,0.0093,0.0093,0.1778
2013-01-03,NIFTY,6009.5,5993.25,6039.55,6035.65,0.0063,0.0072,0.0072,0.1377
2013-01-04,BANKNIFTY,12787.35,12778.15,12869.9,12852.0,0.0086,0.009,0.009,0.1725
2013-01-04,NIFTY,6016.15,6009.5,6048.0,6039.55,0.0061,0.007,0.007,0.1337
2013-01-07,BANKNIFTY,12708.7,12787.35,12796.45,12869.9,0.0085,0.0089,0.0089,0.1694
2013-01-07,NIFTY,5988.4,6016.15,6023.7,6048.0,0.006,0.0069,0.0069,0.131
2013-01-08,BANKNIFTY,12725.5,12708.7,12824.8,12796.45,0.0082,0.0086,0.0086,0.1645
2013-01-08,NIFTY,6001.7,5988.4,6043.3,6023.7,0.0059,0.0067,0.0067,0.1279
2013-01-09,BANKNIFTY,12718.0,12725.5,12772.55,12824.8,0.008,0.0084,0.0084,0.1607
2013-01-09,NIFTY,5971.5,6001.7,5998.75,6043.3,0.0058,0.0067,0.0067,0.1287
2013-01-10,BANKNIFTY,12802.25,12718.0,12867.0,12772.55,0.0079,0.0084,0.0084,0.1595
2013-01-10,NIFTY,5968.65,5971.5,6003.6,5998.75,0.0057,0.0065,0.0065,0.1249
